,market,rank,total_units,total_properties,lat,lon,submarket
725,"Morgantown, WV",3,351.0,1,39.66,-79.93,West Virginia North Area
726,"Morristown, TN",1,300.0,1,36.22,-83.25,Tennessee East Area
727,"Morristown, TN",2,149.0,1,36.13,-83.5,Tennessee East Area
728,"Morristown, TN",3,143.0,2,36.21,-83.28,Tennessee East Area
729,"Mount Vernon, WA",1,391.0,2,48.43,-122.31,Bellingham/Northwest
730,"Mount Vernon, WA",2,385.0,4,48.47,-122.34,Bellingham/Northwest
731,"Mount Vernon, WA",3,222.0,2,48.45,-122.34,Bellingham/Northwest
732,"Muncie, IN",1,376.0,2,40.22,-85.43,North Muncie
733,"Muncie, IN",2,364.0,3,40.22,-85.37,North Muncie
734,"Muncie, IN",3,310.0,1,40.19,-85.44,North Muncie
735,"Muskegon, MI",1,891.0,3,43.24,-86.2,E Muskegon/Norton Shores
736,"Muskegon, MI",2,375.0,3,43.21,-86.27,Campbell Field
737,"Muskegon, MI",3,314.0,2,43.14,-86.22,Norton Shores
738,"Myrtle Beach, SC",1,1106.0,4,33.76,-78.85,South Horry County
739,"Myrtle Beach, SC",2,1102.0,4,34.21,-78.02,Brunswick County
740,"Myrtle Beach, SC",3,950.0,1,33.79,-79.1,Outlying Horry County
741,"Napa, CA",1,550.0,2,38.29,-122.28,Soscol
742,"Napa, CA",2,539.0,4,38.32,-122.28,Beard
743,"Napa, CA",3,468.0,3,38.18,-122.25,American Canyon
744,"Naples, FL",1,769.0,3,26.27,-81.75,Pelican Strand
745,"Naples, FL",2,758.0,3,26.16,-81.69,Briarwood-Maplewood
746,"Naples, FL",3,749.0,4,26.23,-81.77,North Naples
747,"Nashville, TN",1,6619.0,18,36.15,-86.78,The Gulch
748,"Nashville, TN",2,5391.0,13,36.16,-86.79,North Gulch
749,"Nashville, TN",3,4716.0,15,36.15,-86.79,Music Row
750,"New Bern, NC",1,341.0,3,35.13,-77.09,North Carolina Southeast Area
751,"New Bern, NC",2,316.0,1,35.11,-77.05,Downtown New Bern
752,"New Bern, NC",3,312.0,1,35.12,-77.09,North Carolina Southeast Area
753,"New Haven, CT",1,2309.0,14,41.31,-72.93,Downtown New Haven
754,"New Haven, CT",2,1667.0,7,41.31,-72.92,Downtown New Haven
755,"New Haven, CT",3,1464.0,9,41.3,-72.92,Downtown New Haven
756,"New Orleans, LA",1,2042.0,13,29.95,-90.07,New Orleans CBD
757,"New Orleans, LA",2,1784.0,9,29.94,-90.07,Lower Garden District
758,"New Orleans, LA",3,1389.0,16,30.01,-90.16,Metairie
759,"New York, NY",1,16780.0,59,40.77,-73.99,Hell's Kitchen
760,"New York, NY",2,15834.0,17,40.73,-73.98,Alphabet City
761,"New York, NY",3,15228.0,42,40.71,-74.01,Financial District
762,"Niles-Benton Harbor, MI",1,492.0,3,42.05,-86.52,Michigan Southwest Area
763,"Niles-Benton Harbor, MI",2,376.0,1,42.08,-86.5,Michigan Southwest Area
764,"Niles-Benton Harbor, MI",3,370.0,1,42.08,-86.44,Michigan Southwest Area
765,"Norfolk, VA",1,2425.0,17,36.85,-76.29,Downtown Norfolk
766,"Norfolk, VA",2,1868.0,8,36.85,-76.28,Tidewater Gardens
767,"Norfolk, VA",3,1637.0,7,36.84,-76.13,Northwest Virginia Beach
768,"Northern New Jersey, NJ",1,5978.0,7,40.75,-74.17,Seventh Avenue
769,"Northern New Jersey, NJ",2,5963.0,17,40.74,-74.17,Downtown Newark
770,"Northern New Jersey, NJ",3,2705.0,17,40.77,-74.22,Lower Essex County
771,"Northwest Arkansas, AR",1,1145.0,3,36.16,-94.12,Outer Northeast Washington County
772,"Northwest Arkansas, AR",2,1057.0,8,36.09,-94.17,Greater Fayetteville
773,"Northwest Arkansas, AR",3,1051.0,4,36.33,-94.22,Outer Central Benton County
774,"Norwich, CT",1,780.0,2,41.33,-72.07,New London
775,"Norwich, CT",2,703.0,2,41.34,-72.1,New London
776,"Norwich, CT",3,614.0,3,41.33,-72.11,New London
777,"Ocala, FL",1,860.0,1,29.17,-82.2,Southwest Ocala
778,"Ocala, FL",2,773.0,3,29.14,-82.2,Southwest Ocala
779,"Ocala, FL",3,624.0,2,29.14,-82.19,Southwest Ocala
780,"Ocean City, NJ",1,205.0,1,38.93,-74.92,South Shore/Vineland
781,"Ocean City, NJ",2,170.0,2,38.98,-74.94,South Shore/Vineland
782,"Ocean City, NJ",3,142.0,1,38.97,-74.94,South Shore/Vineland
783,"Odessa, TX",1,994.0,5,31.9,-102.34,Midland & Odessa
784,"Odessa, TX",2,888.0,3,31.91,-102.29,Midland & Odessa
785,"Odessa, TX",3,688.0,4,31.88,-102.32,Midland & Odessa
786,"Ogden, UT",1,1012.0,5,40.99,-111.91,Central Davis County
787,"Ogden, UT",2,1008.0,5,40.84,-111.91,Southern Davis County
788,"Ogden, UT",3,913.0,5,41.23,-111.97,Downtown Ogden
789,"Oklahoma City, OK",1,2202.0,2,35.46,-97.51,Bricktown
790,"Oklahoma City, OK",2,1866.0,3,35.6,-97.55,Northwest Oklahoma City
791,"Oklahoma City, OK",3,1578.0,6,35.62,-97.56,Northwest Oklahoma City
792,"Olympia, WA",1,1137.0,4,47.07,-122.79,East Olympia
793,"Olympia, WA",2,967.0,4,47.04,-122.95,West Olympia
794,"Olympia, WA",3,857.0,5,47.04,-122.93,South Westside
795,"Omaha, NE",1,1950.0,10,41.26,-95.94,Downtown Omaha
796,"Omaha, NE",2,1604.0,8,41.23,-96.02,West Albright/Bonfield
797,"Omaha, NE",3,1513.0,3,41.28,-96.09,West Omaha
798,"Orange County, CA",1,6608.0,6,33.7,-117.89,South Coast Metro
799,"Orange County, CA",2,4441.0,4,33.7,-117.88,South Coast Metro
800,"Orange County, CA",3,3531.0,2,33.64,-117.75,Irvine Spectrum
801,"Orlando, FL",1,3617.0,7,28.59,-81.43,Rosemont
802,"Orlando, FL",2,2858.0,9,28.55,-81.38,Arts District
803,"Orlando, FL",3,2707.0,11,28.49,-81.4,Park Central
804,"Oshkosh-Neenah, WI",1,992.0,4,44.02,-88.6,Appleton/Oshkosh
805,"Oshkosh-Neenah, WI",2,540.0,4,44.03,-88.58,Appleton/Oshkosh
806,"Oshkosh-Neenah, WI",3,522.0,2,44.07,-88.58,Appleton/Oshkosh
807,"Owensboro, KY",1,542.0,3,37.74,-87.09,Kentucky West Area
808,"Owensboro, KY",2,320.0,1,37.75,-87.06,Kentucky West Area
809,"Owensboro, KY",3,249.0,1,37.76,-87.15,Kentucky West Area
810,"Palm Beach, FL",1,2713.0,9,26.71,-80.06,Downtown West Palm Beach
811,"Palm Beach, FL",2,2680.0,8,26.53,-80.06,Outer Boynton Beach
812,"Palm Beach, FL",3,2203.0,9,26.71,-80.05,Downtown West Palm Beach
813,"Panama City, FL",1,700.0,1,30.23,-85.57,Panama City
814,"Panama City, FL",2,660.0,2,30.19,-85.8,Panama City
815,"Panama City, FL",3,654.0,3,30.18,-85.67,Panama City
816,"Parkersburg, WV",1,220.0,2,39.3,-81.53,West Virginia North Area
817,"Parkersburg, WV",2,176.0,1,39.29,-81.54,West Virginia North Area
818,"Parkersburg, WV",3,160.0,2,39.27,-81.55,West Virginia North Area
819,"Pensacola, FL",1,746.0,3,30.53,-87.3,Ensley
820,"Pensacola, FL",2,668.0,2,30.53,-87.35,Brent-NW Pensacola
821,"Pensacola, FL",3,660.0,2,30.52,-87.23,Ferry Pass
822,"Peoria, IL",1,750.0,3,40.76,-89.64,North Peoria
823,"Peoria, IL",2,750.0,1,40.81,-89.62,North Peoria
824,"Peoria, IL",3,618.0,4,40.69,-89.6,Downtown Peoria
825,"Philadelphia, PA",1,7023.0,42,39.95,-75.17,Center City West
826,"Philadelphia, PA",2,5326.0,28,39.95,-75.16,Midtown Village
827,"Philadelphia, PA",3,4636.0,18,39.96,-75.17,Fairmount-Art Museum
828,"Phoenix, AZ",1,8960.0,1,33.8,-112.16,North Gateway
829,"Phoenix, AZ",2,6726.0,24,33.46,-112.07,Roosevelt Row
830,"Phoenix, AZ",3,3407.0,4,33.43,-111.92,Downtown Tempe
831,"Pine Bluff, AR",1,276.0,1,34.25,-92.02,Arkansas South Area
832,"Pine Bluff, AR",2,253.0,1,34.24,-92.05,Arkansas South Area
833,"Pine Bluff, AR",3,190.0,2,34.18,-92.0,Arkansas South Area
834,"Pittsburgh, PA",1,3096.0,19,40.44,-80.0,Cultural District
835,"Pittsburgh, PA",2,2201.0,11,40.46,-79.97,Strip District
836,"Pittsburgh, PA",3,2108.0,19,40.45,-79.95,North Oakland
837,"Pittsfield, MA",1,321.0,4,42.45,-73.25,Massachusetts North/West Area
838,"Pittsfield, MA",2,257.0,3,42.7,-73.11,Massachusetts North/West Area
839,"Pittsfield, MA",3,190.0,1,42.69,-73.09,Massachusetts North/West Area
840,"Pocatello, ID",1,404.0,1,42.92,-112.43,Idaho South Area
841,"Pocatello, ID",2,294.0,2,42.91,-112.47,Idaho South Area
842,"Pocatello, ID",3,264.0,2,42.9,-112.42,Idaho South Area
843,"Port St. Lucie, FL",1,1168.0,3,27.26,-80.43,Tradition
844,"Port St. Lucie, FL",2,576.0,2,27.25,-80.28,Jensen Beach
845,"Port St. Lucie, FL",3,500.0,2,27.42,-80.38,Outer Fort Pierce
846,"Portland, ME",1,1593.0,15,43.66,-70.26,City Center
847,"Portland, ME",2,667.0,7,43.65,-70.27,City Center
848,"Portland, ME",3,662.0,5,43.64,-70.31,South Portland
849,"Portland, OR",1,4884.0,33,45.53,-122.69,Uptown Portland
850,"Portland, OR",2,4704.0,26,45.53,-122.68,Pearl
851,"Portland, OR",3,3895.0,31,45.52,-122.69,Goose Hollow
852,"Poughkeepsie, NY",1,840.0,1,41.55,-73.95,Wappingers Falls
853,"Poughkeepsie, NY",2,801.0,1,41.74,-73.93,Outlying Dutchess County
854,"Poughkeepsie, NY",3,699.0,6,41.7,-73.93,Downtown Poughkeepsie
855,"Prescott, AZ",1,543.0,2,34.59,-112.34,Prescott & Sedona
856,"Prescott, AZ",2,480.0,2,34.57,-111.87,Prescott & Sedona
857,"Prescott, AZ",3,456.0,4,34.6,-112.46,Prescott & Sedona
858,"Providence, RI",1,1355.0,10,41.82,-71.41,Downtown Providence
859,"Providence, RI",2,929.0,6,41.7,-71.16,Downtown Fall River
860,"Providence, RI",3,929.0,7,41.88,-71.39,Downtown Pawtucket
861,"Provo, UT",1,1574.0,5,40.3,-111.74,Outer Orem
862,"Provo, UT",2,1375.0,2,40.03,-111.76,Central/South Utah County
863,"Provo, UT",3,1050.0,8,40.23,-111.66,Downtown Provo
864,"Pueblo, CO",1,459.0,2,38.3,-104.66,Colorado East Area
865,"Pueblo, CO",2,375.0,3,38.3,-104.6,Colorado East Area
866,"Pueblo, CO",3,332.0,1,38.32,-104.62,Colorado East Area
867,"Punta Gorda, FL",1,536.0,2,27.02,-82.05,Port Charlotte
868,"Punta Gorda, FL",2,504.0,2,27.02,-82.18,Port Charlotte
869,"Punta Gorda, FL",3,373.0,1,26.78,-81.75,Outlying Punta Gorda
870,"Racine, WI",1,880.0,2,42.68,-87.86,Mount Pleasant
871,"Racine, WI",2,600.0,1,42.69,-87.87,Sturtevant
872,"Racine, WI",3,497.0,4,42.73,-87.78,Downtown Racine
873,"Raleigh, NC",1,3638.0,6,35.83,-78.63,Midtown Raleigh
874,"Raleigh, NC",2,3240.0,13,35.78,-78.65,Capital District
875,"Raleigh, NC",3,2662.0,8,35.78,-78.64,Capital District
876,"Rapid City, SD",1,780.0,1,44.15,-103.07,Rapid City
877,"Rapid City, SD",2,761.0,2,44.06,-103.16,Rapid City
878,"Rapid City, SD",3,650.0,1,44.09,-103.18,Rapid City
879,"Reading, PA",1,1058.0,4,40.36,-75.95,Glenside
880,"Reading, PA",2,681.0,2,40.32,-75.95,Southwest Reading
881,"Reading, PA",3,551.0,1,40.28,-75.91,Outer Kenhorst/Shillington
882,"Redding, CA",1,687.0,6,40.6,-122.37,Redding/Chico
883,"Redding, CA",2,293.0,4,40.58,-122.39,Redding/Chico
884,"Redding, CA",3,244.0,3,40.58,-122.34,Redding/Chico
885,"Reno, NV",1,2652.0,11,39.53,-119.81,Downtown Reno
886,"Reno, NV",2,2355.0,9,39.5,-119.8,Sierra Meadows
887,"Reno, NV",3,1987.0,5,39.54,-119.72,Sparks Marina
888,"Richmond, VA",1,3792.0,17,37.57,-77.47,Scott's Addition
889,"Richmond, VA",2,3556.0,21,37.52,-77.44,Old Town Manchester
890,"Richmond, VA",3,2875.0,18,37.54,-77.44,City Center Richmond
891,"Roanoke, VA",1,924.0,3,37.23,-79.99,Cave Spring
892,"Roanoke, VA",2,707.0,8,37.27,-79.94,Downtown Roanoke City
893,"Roanoke, VA",3,504.0,1,37.24,-80.01,Cave Spring
894,"Rochester, MN",1,766.0,1,44.07,-92.54,Rochester
895,"Rochester, MN",2,763.0,8,44.02,-92.46,Downtown Rochester
896,"Rochester, MN",3,476.0,2,44.02,-92.5,Historic Southwest
897,"Rochester, NY",1,1360.0,1,43.1,-77.62,South Monroe County
898,"Rochester, NY",2,1238.0,12,43.16,-77.61,Downtown Rochester
899,"Rochester, NY",3,1116.0,6,43.1,-77.57,Outer Brighton/Fairport
900,"Rockford, IL",1,1209.0,2,42.22,-89.02,Outer South Rockford
901,"Rockford, IL",2,544.0,2,42.27,-89.0,East Rockford
902,"Rockford, IL",3,378.0,4,42.28,-89.09,Churchill Grove
903,"Rocky Mount, NC",1,321.0,2,35.99,-77.79,Rocky Mount/Wilson
904,"Rocky Mount, NC",2,286.0,2,35.96,-77.85,Rocky Mount/Wilson
905,"Rocky Mount, NC",3,274.0,1,35.99,-77.84,Rocky Mount/Wilson
906,"Rome, GA",1,491.0,4,34.22,-85.16,Georgia Northwest
907,"Rome, GA",2,304.0,2,34.28,-85.2,Georgia Northwest
908,"Rome, GA",3,250.0,1,34.26,-85.17,Georgia Northwest
909,"Sacramento, CA",1,2029.0,9,38.58,-121.5,Capitol Park
910,"Sacramento, CA",2,1910.0,11,38.58,-121.49,Capitol Park
911,"Sacramento, CA",3,1560.0,11,38.58,-121.52,The Bridge District
912,"Saginaw, MI",1,580.0,5,43.4,-83.92,Midland/Flint
913,"Saginaw, MI",2,560.0,3,43.44,-84.03,Midland/Flint
914,"Saginaw, MI",3,428.0,2,43.43,-84.04,Midland/Flint
915,"Saint Louis, MO",1,3470.0,24,38.64,-90.26,Central West End
916,"Saint Louis, MO",2,3038.0,18,38.63,-90.19,Convention Center
917,"Saint Louis, MO",3,2740.0,16,38.63,-90.2,Downtown West St Louis
918,"Salem, OR",1,1196.0,8,44.98,-122.99,Hayesville
919,"Salem, OR",2,1137.0,9,44.87,-123.02,South Gateway
920,"Salem, OR",3,786.0,2,45.14,-122.89,North Marion County
921,"Salinas, CA",1,958.0,5,36.69,-121.66,Elkhorn/Pajaro
922,"Salinas, CA",2,943.0,6,36.71,-121.65,Greater Salinas
923,"Salinas, CA",3,620.0,1,36.66,-121.76,Outer Monterey
924,"Salisbury, MD",1,756.0,2,38.41,-75.56,Chesapeake Bay/Salisbury
925,"Salisbury, MD",2,648.0,4,38.35,-75.58,Chesapeake Bay/Salisbury
926,"Salisbury, MD",3,458.0,2,38.43,-75.56,Chesapeake Bay/Salisbury
927,"Salt Lake City, UT",1,4163.0,22,40.76,-111.9,Central Salt Lake City
928,"Salt Lake City, UT",2,3685.0,25,40.76,-111.88,Central Salt Lake City
929,"Salt Lake City, UT",3,3146.0,18,40.77,-111.91,Central Salt Lake City
930,"San Angelo, TX",1,636.0,3,31.41,-100.48,Texas West Area
931,"San Angelo, TX",2,515.0,4,31.42,-100.49,Texas West Area
932,"San Angelo, TX",3,496.0,2,31.42,-100.48,Texas West Area
933,"San Antonio, TX",1,3224.0,16,29.44,-98.48,Pearl
934,"San Antonio, TX",2,2882.0,10,29.55,-98.52,Castle Hills Forest
935,"San Antonio, TX",3,2824.0,8,29.52,-98.56,Medical Center
936,"San Diego, CA",1,10074.0,36,32.71,-117.15,East Village
937,"San Diego, CA",2,6655.0,31,32.72,-117.16,Marina District
938,"San Diego, CA",3,4461.0,12,32.87,-117.22,University City
939,"San Francisco, CA",1,8779.0,66,37.78,-122.41,Civic Center
940,"San Francisco, CA",2,6362.0,42,37.78,-122.42,Civic Center
941,"San Francisco, CA",3,5885.0,21,37.78,-122.4,Mission Bay
942,"San Jose, CA",1,4468.0,13,37.41,-121.96,Outer Santa Clara
943,"San Jose, CA",2,4157.0,11,37.41,-121.94,Outer North San Jose
944,"San Jose, CA",3,3819.0,8,37.41,-121.97,Outer Santa Clara
945,"San Luis Obispo, CA",1,777.0,5,35.46,-120.64,Atascadero/Templeton
946,"San Luis Obispo, CA",2,556.0,4,35.26,-120.69,San Luis Obispo
947,"San Luis Obispo, CA",3,400.0,1,35.6,-120.66,Paso Robles
948,"San Rafael, CA",1,1556.0,2,38.0,-122.54,Terra Linda
949,"San Rafael, CA",2,1081.0,1,38.12,-122.57,Novato
950,"San Rafael, CA",3,700.0,2,37.95,-122.53,Outer San Rafael/Larkspur
951,"Santa Barbara, CA",1,692.0,5,34.65,-120.46,Greater Lompoc
952,"Santa Barbara, CA",2,549.0,5,34.64,-120.47,Greater Lompoc
953,"Santa Barbara, CA",3,517.0,2,34.94,-120.45,Santa Maria
954,"Santa Cruz, CA",1,892.0,7,36.97,-122.02,Downtown Santa Cruz
955,"Santa Cruz, CA",2,715.0,7,36.97,-122.03,Downtown Santa Cruz
956,"Santa Cruz, CA",3,489.0,2,36.99,-121.97,Outlying Santa Cruz County
957,"Santa Fe, NM",1,1660.0,2,35.62,-106.05,Southwest Santa Fe
958,"Santa Fe, NM",2,703.0,3,35.61,-106.03,Southwest Santa Fe
959,"Santa Fe, NM",3,584.0,3,35.65,-105.96,Southwest Santa Fe
960,"Santa Rosa, CA",1,1464.0,1,38.51,-122.79,Outer Santa Rosa
961,"Santa Rosa, CA",2,1050.0,9,38.46,-122.73,Outer Santa Rosa
962,"Santa Rosa, CA",3,783.0,6,38.45,-122.73,Downtown Santa Rosa
963,"Sarasota, FL",1,1500.0,8,27.34,-82.54,Downtown Sarasota
964,"Sarasota, FL",2,1097.0,1,27.24,-82.42,South Sarasota
965,"Sarasota, FL",3,900.0,4,27.39,-82.52,Whitfield
966,"Savannah, GA",1,1125.0,5,32.18,-81.23,Godley Station
967,"Savannah, GA",2,1079.0,4,32.07,-81.08,Hitch Village-Fred Wessels Homes
968,"Savannah, GA",3,1077.0,6,31.98,-81.13,Southside
969,"Scranton, PA",1,437.0,1,41.23,-75.92,Outer Wilkes-Barre
970,"Scranton, PA",2,413.0,3,41.41,-75.66,Pine Brook
971,"Scranton, PA",3,341.0,1,41.24,-75.86,Wilkes-Barre
972,"Seattle, WA",1,12326.0,40,47.62,-122.34,South Lake Union
973,"Seattle, WA",2,10587.0,54,47.62,-122.33,South Lake Union
974,"Seattle, WA",3,8371.0,38,47.61,-122.34,Downtown Seattle
975,"Sebastian-Vero Beach, FL",1,459.0,2,27.62,-80.38,Fort Pierce/Port St Lucie
976,"Sebastian-Vero Beach, FL",2,412.0,1,27.69,-80.41,Fort Pierce/Port St Lucie
977,"Sebastian-Vero Beach, FL",3,380.0,2,27.65,-80.47,Fort Pierce/Port St Lucie
978,"Sebring, FL",1,267.0,3,27.48,-81.43,Florida Central South Area
979,"Sebring, FL",2,132.0,2,27.58,-81.51,Florida Central South Area
980,"Sebring, FL",3,105.0,1,27.48,-81.44,Florida Central South Area
981,"Sheboygan, WI",1,636.0,4,43.79,-87.76,Outlying Sheboygan County
982,"Sheboygan, WI",2,492.0,2,43.71,-87.74,Country Village
983,"Sheboygan, WI",3,455.0,3,43.73,-87.74,Outer City of Sheboygan
984,"Sherman-Denison, TX",1,7500.0,1,33.84,-96.65,Texas East Area
985,"Sherman-Denison, TX",2,601.0,3,33.62,-96.64,Texas East Area
986,"Sherman-Denison, TX",3,567.0,3,33.67,-96.6,Texas East Area
987,"Shreveport, LA",1,914.0,5,32.42,-93.71,Springlake/University Terrace
988,"Shreveport, LA",2,893.0,4,32.48,-93.7,Barksdale
989,"Shreveport, LA",3,796.0,3,32.43,-93.72,East Shreveport
990,"Sierra Vista-Douglas, AZ",1,812.0,4,31.55,-110.25,Arizona SE & Sierra Vista Area
991,"Sierra Vista-Douglas, AZ",2,698.0,4,31.55,-110.28,Arizona SE & Sierra Vista Area
992,"Sierra Vista-Douglas, AZ",3,436.0,3,31.56,-110.29,Arizona SE & Sierra Vista Area
993,"Sioux City, IA",1,515.0,3,42.45,-96.33,Iowa West Area
994,"Sioux City, IA",2,386.0,3,42.5,-96.49,South Dakota Area
995,"Sioux City, IA",3,372.0,2,42.48,-96.4,Nebraska Area
996,"Sioux Falls, SD",1,1200.0,6,43.6,-96.79,Sioux Falls
997,"Sioux Falls, SD",2,1115.0,6,43.5,-96.78,Sioux Falls
998,"Sioux Falls, SD",3,860.0,5,43.5,-96.67,Sioux Falls
999,"South Bend, IN",1,1134.0,1,41.63,-86.16,Mishawaka
1000,"South Bend, IN",2,1113.0,1,41.64,-86.21,Southside South Bend
1001,"South Bend, IN",3,964.0,2,41.72,-86.29,Council Oak
1002,"Spartanburg, SC",1,1188.0,1,35.06,-81.98,North Spartanburg County
1003,"Spartanburg, SC",2,696.0,1,34.94,-82.06,West Spartanburg County
1004,"Spartanburg, SC",3,608.0,2,34.95,-82.0,Arcadia
1005,"Spokane, WA",1,1345.0,3,47.67,-117.18,Greenacres
1006,"Spokane, WA",2,1319.0,8,47.68,-117.24,Mirabeau
1007,"Spokane, WA",3,1296.0,6,47.61,-117.37,Moran Prairie
1008,"Springfield , MA",1,1120.0,10,42.1,-72.58,South End Hampden
1009,"Springfield , MA",2,1044.0,7,42.1,-72.59,Downtown Springfield
1010,"Springfield , MA",3,754.0,3,42.15,-72.61,East Hampden County
1011,"Springfield , MO",1,898.0,5,37.19,-93.32,Outer Southwest Springfield
1012,"Springfield , MO",2,841.0,5,37.16,-93.31,Outer Southwest Springfield
1013,"Springfield , MO",3,815.0,6,37.17,-93.23,Southern Hills
1014,"Springfield , OH",1,231.0,2,39.9,-83.81,Springfield
1015,"Springfield , OH",2,215.0,2,39.92,-83.77,Springfield
1016,"Springfield , OH",3,214.0,1,39.92,-83.76,Springfield
1017,"Springfield, IL",1,1240.0,6,39.76,-89.68,Springfield/Decatur
1018,"Springfield, IL",2,568.0,5,39.8,-89.65,Downtown Springfield
1019,"Springfield, IL",3,400.0,4,39.77,-89.72,Springfield/Decatur
1020,"St. Cloud, MN",1,892.0,7,45.54,-94.2,Outlying Stearns County
1021,"St. Cloud, MN",2,694.0,5,45.57,-94.13,Outlying Benton County
1022,"St. Cloud, MN",3,609.0,5,45.6,-94.22,Outlying Stearns County
1023,"St. George, UT",1,534.0,2,37.13,-113.48,Cedar City & St George
1024,"St. George, UT",2,380.0,2,37.14,-113.49,Cedar City & St George
1025,"St. George, UT",3,359.0,2,37.1,-113.54,Cedar City & St George
1026,"St. Joseph, MO",1,445.0,2,39.79,-94.8,Buchanan County
1027,"St. Joseph, MO",2,301.0,1,39.75,-94.85,Buchanan County
1028,"St. Joseph, MO",3,285.0,1,39.78,-94.81,Buchanan County
1029,"Stamford, CT",1,4533.0,20,41.05,-73.54,Downtown Stamford
1030,"Stamford, CT",2,4302.0,24,41.06,-73.54,Downtown Stamford
1031,"Stamford, CT",3,3940.0,14,41.04,-73.54,Harbor Point
1032,"State College, PA",1,1217.0,2,40.82,-77.89,Pennsylvania Central Area
1033,"State College, PA",2,337.0,3,40.77,-77.86,Orchard Park
1034,"State College, PA",3,314.0,2,40.8,-77.89,Pennsylvania Central Area
1035,"Staunton-Waynesboro, VA",1,524.0,2,38.06,-78.93,Staunton & Harrisonburg
1036,"Staunton-Waynesboro, VA",2,352.0,1,38.1,-79.0,Staunton & Harrisonburg
1037,"Staunton-Waynesboro, VA",3,312.0,2,38.08,-78.93,Staunton & Harrisonburg
1038,"Stockton, CA",1,780.0,5,38.02,-121.36,Outer Lakeview
1039,"Stockton, CA",2,743.0,5,37.99,-121.32,Weberstown/Kentfield
1040,"Stockton, CA",3,703.0,5,38.0,-121.29,Outer Valley Oak
1041,"Sumter, SC",1,785.0,3,33.96,-80.42,Orangeburg/Sumter
1042,"Sumter, SC",2,476.0,2,33.9,-80.37,Orangeburg/Sumter
1043,"Sumter, SC",3,333.0,2,33.94,-80.38,Orangeburg/Sumter
1044,"Syracuse, NY",1,1816.0,16,43.05,-76.15,Downtown Syracuse
1045,"Syracuse, NY",2,1671.0,8,43.05,-76.14,Downtown Syracuse
1046,"Syracuse, NY",3,1415.0,8,43.13,-76.21,Outer NE Onondaga County
1047,"Tallahassee, FL",1,1279.0,5,30.44,-84.24,Governors Square
1048,"Tallahassee, FL",2,1067.0,5,30.42,-84.23,Governors Square
1049,"Tallahassee, FL",3,844.0,3,30.4,-84.24,Southwood
1050,"Tampa, FL",1,9093.0,14,27.77,-82.65,Edge District
1051,"Tampa, FL",2,5766.0,19,27.95,-82.45,Channelside
1052,"Tampa, FL",3,4108.0,16,27.77,-82.64,Bayfront
1053,"Terre Haute, IN",1,544.0,1,39.46,-87.33,Bloomington/Terre Haute
1054,"Terre Haute, IN",2,448.0,1,39.38,-87.39,Bloomington/Terre Haute
1055,"Terre Haute, IN",3,418.0,1,39.37,-87.4,Bloomington/Terre Haute
1056,"Texarkana, TX",1,916.0,3,33.47,-94.04,Arkansas South Area
1057,"Texarkana, TX",2,372.0,3,33.43,-94.07,Texas East Area
1058,"Texarkana, TX",3,369.0,2,33.46,-94.07,Texas East Area
1059,Texas Central,1,1796.0,2,31.09,-97.69,Killeen/Fort Cavazos
1060,Texas Central,2,972.0,1,30.6,-96.38,Bryan & College Station
1061,Texas Central,3,932.0,3,31.51,-97.15,Waco & Killeen
1062,"The Villages, FL",1,582.0,2,28.96,-81.96,Ocala
1063,"The Villages, FL",2,544.0,2,28.9,-82.04,Florida Central North Area
1064,"The Villages, FL",3,484.0,2,28.93,-82.04,Florida Central North Area
1065,"Toledo, OH",1,1378.0,8,41.66,-83.53,Vistula
1066,"Toledo, OH",2,1063.0,4,41.62,-83.63,Reynolds Corners
1067,"Toledo, OH",3,889.0,3,41.54,-83.6,Perrysburg
1068,"Topeka, KS",1,709.0,5,39.01,-95.73,South/Southeast 1
1069,"Topeka, KS",2,567.0,3,39.0,-95.7,South/Southeast 1
1070,"Topeka, KS",3,565.0,4,39.01,-95.71,South/Southeast 1
1071,"Trenton, NJ",1,1271.0,3,40.26,-74.81,Outer Trenton/Hamilton/Ewing
1072,"Trenton, NJ",2,1059.0,4,40.23,-74.69,Hamilton Township
1073,"Trenton, NJ",3,987.0,6,40.28,-74.57,Hightstown/East Windsor
1074,"Tucson, AZ",1,1701.0,11,32.22,-110.97,Downtown Tucson
1075,"Tucson, AZ",2,1649.0,9,32.24,-110.86,Ward 2
1076,"Tucson, AZ",3,1488.0,6,32.34,-111.02,Casas Adobes
1077,"Tulsa, OK",1,1456.0,4,36.06,-95.97,Kensington
1078,"Tulsa, OK",2,1354.0,8,36.07,-95.98,South Tulsa
1079,"Tulsa, OK",3,1349.0,4,36.05,-95.87,South Tulsa
1080,"Tuscaloosa, AL",1,864.0,2,33.16,-87.56,Outlying South Tuscaloosa County
1081,"Tuscaloosa, AL",2,824.0,5,33.16,-87.5,Skyland-McFarland
1082,"Tuscaloosa, AL",3,670.0,1,33.24,-87.56,Northport-North of River
1083,"Tyler, TX",1,913.0,5,32.3,-95.28,Tyler & Longview
1084,"Tyler, TX",2,766.0,5,32.29,-95.31,Tyler & Longview
1085,"Tyler, TX",3,634.0,3,32.28,-95.31,Tyler & Longview
1086,"Utica, NY",1,526.0,2,43.22,-75.42,Rome
1087,"Utica, NY",2,436.0,3,43.23,-75.44,Rome
